code,question,year,paper,topic1,subtopic1,topic2,subtopic2,topic3,subtopic3,graph?,word_prob?
09Y,"In an experiment to determine the coefficient of viscosity of motor oil, the following measurements are made:
Mass of glass sphere $ =1.2 \times 10^{-4}$ kg.
Diameter of sphere $ =4.0 \times 10^{-3}$ m.
Terminal velocity of sphere $ =5.4 \times 10^{-5}$ m$/$s.
Density of oil $ =860$ kg$/$m$ ^{3}$
Calculate the coefficient of viscosity of the oil.",2016,2,Fluid Dynamics,Viscosity and Turbulent Flow,.,.,.,.,0,0
09Z,Briefly explain the carburetor of a car as applied to Bernoulli’s theorem.,2016,2,Fluid Dynamics,Bernoulli's Principle,.,.,.,.,0,1
0A0,"Three capillaries of the same length but with internal radii $ 3R$ , $ 4R$ , and $ 5R$ are connected in series and a liquid flows through them under streamline conditions.  If the pressure across the third capillary is $ 8.1$ mm of liquid, find the pressure across the first capillary.",2016,2,Fluid Dynamics,Bernoulli's Principle,.,.,.,.,0,0
0A1,"Give reasons for the following observations as applied in fluid dynamics.
(i) A flag flutter when strong winds are blowing on a certain day.
(ii) A parachute is used while jumping from an airplane.
(iii) Hotter liquids flow faster than cold ones.",2016,2,Fluid Dynamics,Viscosity and Turbulent Flow,.,.,.,.,0,1
0A2,"Define the following terms:
(i) Intensity of sound
(ii) Beats
(iii) Ultrasonic
(iv) Overtones",2016,2,Vibrations and Waves,Sound,.,.,.,.,0,1
0A3,"A steel wire hangs vertically from a fixed point, supporting a weight of $ 80$ N as its lower end.  The length of the wire from the fixed point to the weight is $ 1.5$ m.  Calculate the fundamental frequency emitted by the wire when it is plucked if its diameter is $ 0.5$ mm. ",2016,2,Vibrations and Waves,Mechanical Vibrations,.,.,.,.,0,0
0A4,Give any two applications of ultrasonic as applied to sound waves.,2016,2,Vibrations and Waves,Sound,.,.,.,.,0,1
0A5,"Ultrasound of frequency $ 4.0$ MHz is incident at an angle of $ 30^{\circ}$ to a blood vessel of diameter $ 1.6$ mm.  If a Doppler shift of $ 3.2$ kHz is observed, calculate the blood flow velocity and the volume rate of blood flow.  Assume that the speed of ultrasound is $ 1.5$ km$/$s.",2016,2,Vibrations and Waves,Doppler Effect,.,.,.,.,0,0
0A6,"The absorption spectrum of a faint galaxy is measured and the wavelength of one of the lines identified as the calcium $ H$ line is found to be $ 478$ nm.  The same line has a wavelength of $ 397$ nm when measured in a laboratory. 
(i) Is the galaxy moving towards or away from the observer on the Earth?
(ii) Determine the speed of the galaxy relative to observer on the Earth.",2016,2,Vibrations and Waves,Doppler Effect,.,.,.,.,0,0
0A7,"State the principle of:
(i) Superposition of waves
(ii) Huygens construction of wave fronts.",2016,2,Vibrations and Waves,Wave Motion,.,.,.,.,0,1
0A8,"The incident parallel light is a monochromatic beam of wavelength $ 450$ nm.  The two slits $ A$ and $ B$ have their centres, a distance of $ 0.3$ mm apart.  The screen is situated a distance of $ 2.0$ m from the slits.
(i) Calculate the spacing between fringes observed on the screen.
(ii) How would you expect the pattern to change when the slits $ A$ and $ B$ are each made wider?",2016,2,Vibrations and Waves,Physical Optics (interferance/diffraction/polarization),.,.,.,.,0,0
0A9,"Describe the formation of interference patterns by using Newton’s rings experiment.
$ D$
Calculate the radius of curvature of a Plano-convex lens used to produce Newton’s rings with a flat glass plate if the diameter of the tenth dark ring is $ 4.48$ mm, viewed by normally reflected light of wavelength $ 5.0 \times 10^{-7}$ m.  What is the diameter of the twentieth bright ring?",2016,2,Vibrations and Waves,Physical Optics (interferance/diffraction/polarization),.,.,.,.,0,0
0AA,"Define the following terms:
(i) Free surface energy
(ii) Capillary action
(iii) Angle of contact",2016,2,Properties of Matter,Surface Tension,.,.,.,.,0,1
0AB,"Briefly explain the following observations:
(i) Soap solution is a better cleansing agent than ordinary water.
(ii) When a piece of chalk is put into water, it emits bubbles in all directions.",2016,2,Properties of Matter,Surface Tension,.,.,.,.,0,1
0AC,"Two spherical soap bubbles are combined.  If v is the change in volume of the contained air, $ A$ is the change in total surface area, show that $ 3P_{A}V+4A T=0$ . Where $ T$ is the surface tension and $ P_{A}$ is the atmospheric pressure.",2016,2,Properties of Matter,Surface Tension,.,.,.,.,0,0
0AD,There is a soap bubble of radius $ 3.6 \times 10^{-4}$ m in air cylinder which is originally at a pressure of $ 10^{5}$ N$/$m$ ^{2}$ . The air in the cylinder is now compressed isothermally until the radius of the bubble is halved. Calculate the pressure of air in the cylinder.,2016,2,Properties of Matter,Surface Tension,.,.,.,.,0,0
0AE,What is strain energy?,2016,2,Properties of Matter,Elasticity,.,.,.,.,0,1
0AF,"A piece of rod $ 1.05$ m long whose weight is negligible is supported at its ends by wires $ Q$ and $ P$ of equal lengths as shown in the Figure below.
### Insert figure here ###
The cross-sectional area of $ P$ is $ 1 $ mm$ ^{2}$ and that of $ Q$ is $ 2 $ mm$ ^{2}$ . At what point along the bar should the weight be suspended in order to produce,
(i) Equal stress of $ P$ and $ Q$
(ii) Equal strain of $ P$ and $ Q$
( Given:  Young’s modulus of wire $ P=2.4 \times 10^{11}$ N$/$m$ ^{2}$ and that of wire $ Q=1.6 \times 10^{11}$ N$/$m$ ^{2}$",2016,2,Properties of Matter,Elasticity,.,.,.,.,1,0
0AG,State coulomb’s law of electrostatics.,2016,2,Electrostatics,The Electric Field,.,.,.,.,0,1
0AH,"Define electric field strength, $ E$ at any point.",2016,2,Electrostatics,The Electric Field,.,.,.,.,0,0
0AI,Mention two common properties of electric field lines.,2016,2,Electrostatics,The Electric Field,.,.,.,.,0,1
0AJ,"Two identical balls each of mass $ 0.8$ kg carry identical charge and they are separated by thread of equal length.  At equilibrium they positioned themselves at a distance of $ 1.2$ cm as shown in the Figure below.  Calculate the charge in either ball.
### Insert Figure here ###",2016,2,Electrostatics,The Electric Field,.,.,.,.,1,0
0AK,"Two capacitors $ C_{1}$ and $ C_{2}$ each of area $ 36$ cm$ ^{2}$ separated by $ 4$ cm have capacities of $ 6$ $\mu$C and $ 8$ $\mu$C respectively.  The capacitor $ C_{1}$ is charged to a potential difference of $ 110$ V whereas the capacitor $ C_{2}$ is charged to a potential difference of $ 140$ V.  The capacitors are now joined with plates of like charges connected together.
(i) What will be the loss of energy transferred to heat in the connecting wires?
(ii) What will be the loss of energy per unit volume transferred to heat in the connecting wires?",2016,2,Electrostatics,Capacitance,.,.,.,.,0,0
0AL,"Define the following terms:
(i) Capacitance
(ii) Charge density
(iii) Equipotential surface",2016,2,Electrostatics,Capacitance,.,.,.,.,0,1
0AM,"By using the coulomb’s law of electrostatics, derive an expression for the electric field strength $ E$ , due to a point charge if the material is surrounded by a material of permittivity $ \epsilon $ , and hence show how it relates with charge density $ \rho $ .",2016,2,Electrostatics,The Electric Field,Electrostatics,Capacitance,.,.,0,0
0AN,Describe the structure and the mode of action of a simplified version of the Van de Graaff generator.,2016,2,Electronics,Operational Amplifiers,.,.,.,.,0,1
0AO,Identify any three factors on which the capacitance of parallel plate capacitor depends.,2016,2,Electrostatics,Capacitance,.,.,.,.,0,1
0AP,"A proton of mass $ 16.7 \times 10^{-28}$ kg falls through a distance of $ 2.5$ cm in a uniform electric field of magnitude $ 2.65 \times 10^{4}$ V$/$m.  Determine the time of fall if the air resistance and the acceleration due to gravity, $ g$ , are neglected.",2016,2,Electrostatics,Electric Potential,.,.,.,.,0,0
0AQ,"A parallel plate capacitor is made of a paper $ 40$ mm wider and $ 3.0 \times 10^{-2}$ mm thick.  Determine the length of the paper sheet required to construct a capacitance of $ 15$ $\mu$F , if its relative permitting is $ 2.5$ .",2016,2,Electrostatics,Capacitance,.,.,.,.,0,0
0AR,State any three magnetic components of the earth’s magnetic field.,2016,2,Electromagnetism,Magnetic Field of the Earth,.,.,.,.,0,1
0AS,The horizontal and vertical components of the Earth’s magnetic field at a certain location are $ 2.7 \times 10^{-5}$ T and $ 2.0 \times 10^{-5}$ T respectively.  Determine the Earth’s magnetic field at the location and its angle of inclination i.,2016,2,Electromagnetism,Magnetic Field of the Earth,.,.,.,.,0,0
0AT,"State the following laws or theorems as applied in magnetism.
(i) Biot-Savart law
(ii) Ampere’s theorem",2016,2,Electromagnetism,Magnetic Fields,.,.,.,.,0,1
0AU,Draw hysteresis loops diagram for soft iron and hard steel and use them to discuss permanent magnets.,2016,2,Electromagnetism,Magnetic Properties of Materials,.,.,.,.,0,1
0AV,Define permeability constant.,2016,2,Electromagnetism,Magnetic Properties of Materials,.,.,.,.,0,1
0AW,Derive an expression for the magnetic flux density $ B$ at the centre of the circular coil of radius $ r$ and $ N$ turns placed in air carrying a current i.,2016,2,Electromagnetism,Magnetic Fields,.,.,.,.,0,0
0AX,"The diameter of a $ 40$ turn circular coil is $ 16$ cm and it has a current of $ 5$ A.  Calculate:
(i) The magnetic induction at the centre of the coil
(ii) The magnetic moment of the coil.
(iii) The torque action on the coil if it is suspended in a uniform magnetic field of $ 0.76$ T such that its plane is parallel to the field.",2016,2,Electromagnetism,Magnetic Fields,.,.,.,.,0,0
0AY,Briefly explain the production of X-rays.,2016,2,Atomic Physics,Quantum Physics,.,.,.,.,0,1
0AZ,List down any three uses of X-rays.,2016,2,Atomic Physics,Quantum Physics,.,.,.,.,0,1
0B0,How are the intensity and penetrating power of an X-ray beam controlled?,2016,2,Atomic Physics,Quantum Physics,.,.,.,.,0,1
0B1,"An X-ray tube, operated at a d.c. potential difference of $ 60$ kV , produces heat at the target at the rate of $ 840$ W .  Assuming $ 0.65\%$ of the energy of the incident electrons is converted into X-radiation, calculate:
(i) The number of electrons per second striking the target.
(ii) The velocity of the incident electrons.
(iii) The energy of incident electrons",2016,2,Current Electricity,Alternating Current (ac),.,.,.,.,0,0
0B2,"Show that the possible energy levels (in joules) for the hydrogen atom are given by the formula: $ E_{n}=-k^{2}(2\pi^{2}me^{4}/h^{2})(1/n^{2})$ .  Where $ m$ is the mass of electron, $ e$ is the electronic charge, $ h$ is the Planck’s constant, $ k=1/4\pi\epsilon _{0}$ and $ \epsilon _{0}$ is the permittivity constant of vacuum.  
What does the negative sign signify in the formula above?",2016,2,Electrostatics,Capacitance,.,.,.,.,0,0
0B3,The first member of the Balmer series of hydrogen spectrum has wavelength of $ 6563 \times 10^{-10}$ m. Calculate the wavelength of its second member.,2016,2,Atomic Physics,Structure of the Atom,.,.,.,.,0,0
0B4,Differentiate natural radioactivity from artificial radioactivity.,2016,2,Atomic Physics,Nuclear Physics,.,.,.,.,0,1
0B5,Name three applications of radioisotopes in medicine.,2016,2,Atomic Physics,Nuclear Physics,.,.,.,.,0,1
0B6,State two conditions for stability of nuclides referring to light nuclides and heavy nuclides.,2016,2,Atomic Physics,Nuclear Physics,.,.,.,.,0,1
0B7,Derive an expression for the half-life using the radioactive decay law.,2016,2,Atomic Physics,Nuclear Physics,.,.,.,.,0,1
0B8,What is carbon $ -14$ ?  Explain its production and how it is used in the dating process.,2016,2,Atomic Physics,Nuclear Physics,.,.,.,.,0,0
0B9,"Living wood has an activity of $ 16.0$ counts per minute per gram of carbon.  A certain sample of dead wood is found to have an activity of $ 18.4$ counts per minute for $ 4.0$ grams.  Calculate the age of the sample of dead wood.  Assume the half-life of carbon $ -14$ is $ 5568$ years.
",2016,2,Atomic Physics,Nuclear Physics,.,.,.,.,0,0
0BA,What is systematic error?,2007,1,Measurement,Errors,.,.,.,.,0,1
0BB,"The smallest divisions for the voltmeter and ammeter are $ 0.1$ V and $ 0.01$ A respectively.  If $ V=IR$ , find the relative error in the resistance $ R$ , when $ V=2$ V and $ I=0.1$ A.",2007,1,Measurement,Errors,.,.,.,.,0,0
0BC,Mention two$ (2)$ uses of dimensional analysis.,2007,1,Measurement,Physical Quantities,.,.,.,.,0,0
0BD,"The frequency $ f$ of a note given by an organ pipe depends on the length, $ l$ , the air pressure $ P$ and the air density $ D$ .  Use the method of dimensions to find a formula for the frequency.
What will be the new frequency of a pipe whos original frequency was $ 256$ Hz if the air density falls by $ 2\%$ and the pressure increases by $ 1\%$ ?",2007,1,Measurement,Physical Quantities,.,.,.,.,0,0
0BE,"What is meant by the term ""projectile"" as applied to projectile motion?",2007,1,Mechanics,Projectile Motion,.,.,.,.,0,1
0BF,Give two $ (2)$ practical applications of projectile motion at your locality.,2007,1,Mechanics,Projectile Motion,.,.,.,.,0,0
0BG,"A ball is thrown towards a vertical wall from a point $ 2$ m above the ground and $ 3$ m from the wall.  The initial velocity of the ball is $ 20$ m$/$s at an angle of $ 30$ deg above the horizontal.  If the collision of the ball with the wall is perfectly elastic, how far behind the thrower does the ball hit the ground?",2007,1,Mechanics,Newton’s Laws of Motion,.,.,.,.,0,0
0BH,The ceiling of a long hall is $ 25$ m high.  Determine the maximum horizontal distance that a ball thrown with a speed of $ 40$ m$/$s can go without hitting the ceiling of the wall.,2007,1,Mechanics,Projectile Motion,.,.,.,.,0,0
0BI,"Explain why when catching a fast moving ball, the hands are drawn back will the ball is being brought to rest.",2007,1,Mechanics,Newton’s Laws of Motion,.,.,.,.,0,1
0BJ,Rockets are propelled by the ejection of the products of the combustion of fuel.  Consider a rocket of total mass $ M$ travelling at a speed v in a region of space where the gravitational forces are negligible.  ,2007,1,Mechanics,Newton’s Laws of Motion,.,.,.,.,0,0
0BK,"Supposing the combustion products are ejected at a constant speed v, relative to the rocket, show that a fuel ""burn"" which reduces the total mass $ M$ of the rocket to $ m$ results in an increase in the speed of the rocket to v such that $ v-V=V_{f} \ln (M/m)$ .",2007,1,Mechanics,Newton’s Laws of Motion,.,.,.,.,0,0
0BL,"Supposing that $ 2.1\times10^{6}$ kg of fuel are consumed during a ""burn"" lasting $ 1.5\times10^{2}$ seconds and given that there is a constant force on the rocket of $ 3.4x10^{7}$ N during this burn, calculate v, and increase in speed resulting from the burn if $ M=2.8\times10^{6}$ kg.  ",2007,1,Mechanics,Newton’s Laws of Motion,.,.,.,.,0,0
0BM,What is the initial vertical acceleration that can be imparted to this rocket when it is launched from the Earth if the initital mass is $ 2.8x10^{6}$ kg?,2007,1,Mechanics,Newton’s Laws of Motion,.,.,.,.,0,0
